Trial time;Recording time;X center;Y center;Area;Areachange;Elongation;Velocity;Result 1
81,312;81,312;-0,0864666;-0,0708301;0,00229976;0,00103749;0,744398;0,308753;1
81,352;81,352;-0,0864666;-0,0708301;0,00229976;0;0,744398;0;1
81,392;81,392;-0,0931844;-0,0593359;0,00238886;0,000872786;0,759681;0,332542;1
81,432;81,432;-0,0931844;-0,0593359;0,00238886;0;0,759681;0;1
81,472;81,472;-0,100067;-0,0495558;0,00236118;0,000859286;0,789927;0,298716;1
81,512;81,512;-0,100067;-0,0495558;0,00236118;0;0,789927;0;1
81,552;81,552;-0,108135;-0,0415392;0,00235983;0,000831611;0,782908;0,284096;1
81,592;81,592;-0,108135;-0,0415392;0,00235983;0;0,782908;0;1
81,632;81,632;-0,116156;-0,034825;0,00233553;0,000749935;0,744917;0,261279;1
81,672;81,672;-0,116156;-0,034825;0,00233553;0;0,744917;0;1
81,712;81,712;-0,116156;-0,034825;0,00233553;0;0,744917;0;1
81,752;81,752;-0,127287;-0,025083;0,00225588;0,00076006;0,828152;0,369464;1
81,793;81,793;-0,127287;-0,025083;0,00225588;0;0,828152;0;1
81,833;81,833;-0,127287;-0,025083;0,00225588;0;0,828152;0;1
81,873;81,873;-0,138571;-0,0152896;0,00191905;0,000635183;0,701701;0,373202;1
81,913;81,913;-0,138571;-0,0152896;0,00191905;0;0,701701;0;1
81,953;81,953;-0,145144;-0,00567015;0,00227545;0,000924762;0,753821;0,291008;1
81,993;81,993;-0,145144;-0,00567015;0,00227545;0;0,753821;0;1
82,033;82,033;-0,15033;0,00823981;0,00239966;0,000724285;0,795939;0,370814;1
82,073;82,073;-0,15033;0,00823981;0,00239966;0;0,795939;0;1
82,113;82,113;-0,154563;0,0253045;0,00244961;0,000707409;0,767656;0,439162;1
82,153;82,153;-0,154563;0,0253045;0,00244961;0;0,767656;0;1
82,193;82,193;-0,157891;0,0452327;0,00258528;0,000937587;0,823852;0,504662;1
82,233;82,233;-0,159012;0,0557208;0,00257718;0,00108001;0,831301;0,263457;1
82,273;82,273;-0,160128;0,066587;0,00255018;0,00117317;0,803669;0,272847;1
82,313;82,313;-0,160892;0,0773371;0,00255828;0,00108541;0,799584;0,269188;1
82,353;82,353;-0,161059;0,087712;0,00254613;0,00102466;0,813588;0,259179;1
82,393;82,393;-0,161059;0,087712;0,00254613;0;0,813588;0;1
82,433;82,433;-0,16056;0,1074;0,00252791;0,000830261;0,834131;0,491928;1
82,473;82,473;-0,16056;0,1074;0,00252791;0;0,834131;0;1
82,513;82,513;-0,159563;0,125162;0,00243476;0,000955138;0,791022;0,444347;1
82,553;82,553;-0,159563;0,125162;0,00243476;0;0,791022;0;1
82,593;82,593;-0,158042;0,140048;0,00232068;0,000957163;0,789305;0,373763;1
82,633;82,633;-0,158042;0,140048;0,00232068;0;0,789305;0;1
82,673;82,673;-0,154532;0,152585;0,00230381;0,000729685;0,78203;0,325192;1
82,713;82,713;-0,154532;0,152585;0,00230381;0;0,78203;0;1
82,753;82,753;-0,14735;0,163467;0,00236996;0,00078841;0,776622;0,325677;1
82,793;82,793;-0,14735;0,163467;0,00236996;0;0,776622;0;1
82,833;82,833;-0,135213;0,172559;0,00228288;0,000857261;0,749401;0,378794;1
82,873;82,873;-0,135213;0,172559;0,00228288;0;0,749401;0;1
82,914;82,914;-0,118967;0,179702;0,00229571;0,000926787;0,743597;0,443286;1
82,954;82,954;-0,118967;0,179702;0,00229571;0;0,743597;0;1
82,994;82,994;-0,100399;0,185048;0,00231663;0,00112861;0,726766;0,482627;1
83,034;83,034;-0,100399;0,185048;0,00231663;0;0,726766;0;1
83,074;83,074;-0,0810815;0,188014;0,0022147;0,00104356;0,775095;0,488181;1
83,114;83,114;-0,0810815;0,188014;0,0022147;0;0,775095;0;1
83,154;83,154;-0,0635091;0,188004;0,00216543;0,00073576;0,744472;0,438926;1
83,194;83,194;-0,0635091;0,188004;0,00216543;0;0,744472;0;1
83,234;83,234;-0,0479146;0,184878;0,00215868;0,000593333;0,752124;0,397272;1
83,274;83,274;-0,0479146;0,184878;0,00215868;0;0,752124;0;1
83,314;83,314;-0,034569;0,178525;0,00216745;0,000708084;0,729894;0,369187;1
83,354;83,354;-0,034569;0,178525;0,00216745;0;0,729894;0;1
83,394;83,394;-0,0231395;0,168355;0,00220863;0,000925437;0,746533;0,382139;1
83,434;83,434;-0,0231395;0,168355;0,00220863;0;0,746533;0;1
83,474;83,474;-0,01228;0,15589;0,00232338;0,00110634;0,78084;0,412947;1
83,514;83,514;-0,01228;0,15589;0,00232338;0;0,78084;0;1
83,554;83,554;-0,000527123;0,142534;0,00239493;0,00100171;0,768523;0,444368;1
83,594;83,594;-0,000527123;0,142534;0,00239493;0;0,768523;0;1
83,634;83,634;0,011334;0,129946;0,00240978;0,00106044;0,779371;0,432027;1
83,674;83,674;0,011334;0,129946;0,00240978;0;0,779371;0;1
83,714;83,714;0,0228214;0,118811;0,00243746;0,000910587;0,812483;0,399605;1
83,754;83,754;0,0228214;0,118811;0,00243746;0;0,812483;0;1
83,794;83,794;0,0336975;0,110129;0,00242261;0,000915312;0,744621;0,347605;1
83,834;83,834;0,0336975;0,110129;0,00242261;0;0,744621;0;1
83,874;83,874;0,0426727;0,104768;0,00239358;0,000567007;0,687982;0,261133;1
83,914;83,914;0,0426727;0,104768;0,00239358;0;0,687982;0;1
83,954;83,954;0,0426727;0,104768;0,00239358;0;0,687982;0;1
83,994;83,994;0,0534111;0,10008;0,00251913;0,000961888;0,797218;0,292662;1
84,035;84,035;0,0534111;0,10008;0,00251913;0;0,797218;0;1
84,075;84,075;0,0534111;0,10008;0,00251913;0;0,797218;0;1
84,115;84,115;0,0534111;0,10008;0,00251913;0;0,797218;0;1
84,155;84,155;0,0640881;0,0943266;0,00240843;0,000477231;0,782837;0,302945;1
84,195;84,195;0,0640881;0,0943266;0,00240843;0;0,782837;0;1
84,235;84,235;0,0640881;0,0943266;0,00240843;0;0,782837;0;1
84,275;84,275;0,0702114;0,086199;0,00249618;0,00110634;0,815997;0,254178;1
84,315;84,315;0,0702114;0,086199;0,00249618;0;0,815997;0;1
84,355;84,355;0,0702114;0,086199;0,00249618;0;0,815997;0;1
84,395;84,395;0,0702114;0,086199;0,00249618;0;0,815997;0;1
84,435;84,435;0,077392;0,0756137;0,00248403;0,000716859;0,790531;0,319496;1
84,475;84,475;0,077392;0,0756137;0,00248403;0;0,790531;0;1
84,515;84,515;0,077392;0,0756137;0,00248403;0;0,790531;0;1
84,555;84,555;0,077392;0,0756137;0,00248403;0;0,790531;0;1
84,595;84,595;0,0864432;0,0685366;0,00244826;0,000920037;0,690454;0,286988;1
84,635;84,635;0,0864432;0,0685366;0,00244826;0;0,690454;0;1
84,675;84,675;0,0864432;0,0685366;0,00244826;0;0,690454;0;1
84,715;84,715;0,0864432;0,0685366;0,00244826;0;0,690454;0;1
84,755;84,755;0,0975461;0,0687248;0,00255018;0,000990913;0,706105;0,277369;1
84,795;84,795;0,0975461;0,0687248;0,00255018;0;0,706105;0;1
84,835;84,835;0,0975461;0,0687248;0,00255018;0;0,706105;0;1
84,875;84,875;0,109042;0,0752545;0,00252521;0,000527857;0,707425;0,330233;1
84,915;84,915;0,109042;0,0752545;0,00252521;0;0,707425;0;1
84,955;84,955;0,117077;0,0817699;0,00247728;0,000853886;0,713116;0,258375;1
84,995;84,995;0,117077;0,0817699;0,00247728;0;0,713116;0;1
85,035;85,035;0,117077;0,0817699;0,00247728;0;0,713116;0;1
85,075;85,075;0,126541;0,0926955;0,00247391;0,00106111;0,793682;0,361044;1
85,115;85,115;0,126541;0,0926955;0,00247391;0;0,793682;0;1
85,156;85,156;0,126541;0,0926955;0,00247391;0;0,793682;0;1
85,196;85,196;0,131806;0,104312;0,00245771;0,000552832;0,727919;0,318569;1
85,236;85,236;0,131806;0,104312;0,00245771;0;0,727919;0;1
85,276;85,276;0,131806;0,104312;0,00245771;0;0,727919;0;1
85,316;85,316;0,13455;0,115253;0,00251103;0,000495457;0,655429;0,28175;1
85,356;85,356;0,13455;0,115253;0,00251103;0;0,655429;0;1
85,396;85,396;0,13455;0,115253;0,00251103;0;0,655429;0;1
85,436;85,436;0,13455;0,115253;0,00251103;0;0,655429;0;1
85,476;85,476;0,137638;0,126067;0,00251711;0,00117857;0,808093;0,280917;1
85,516;85,516;0,137638;0,126067;0,00251711;0;0,808093;0;1
85,556;85,556;0,137638;0,126067;0,00251711;0;0,808093;0;1
85,596;85,596;0,137638;0,126067;0,00251711;0;0,808093;0;1
85,636;85,636;0,141905;0,136341;0,00246513;0,000520432;0,771474;0,277856;1
85,676;85,676;0,141905;0,136341;0,00246513;0;0,771474;0;1
85,716;85,716;0,141905;0,136341;0,00246513;0;0,771474;0;1
85,756;85,756;0,14643;0,146833;0,00243071;0,000570383;0,786759;0,285426;1
85,796;85,796;0,14643;0,146833;0,00243071;0;0,786759;0;1
85,836;85,836;0,14643;0,146833;0,00243071;0;0,786759;0;1
85,876;85,876;0,150841;0,159432;0,00251036;0,000837011;0,878842;0,333431;1
85,916;85,916;0,150841;0,159432;0,00251036;0;0,878842;0;1
85,956;85,956;0,150841;0,159432;0,00251036;0;0,878842;0;1
85,996;85,996;0,156542;0,172058;0,00241923;0,000857261;0,853655;0,346014;1
86,036;86,036;0,156542;0,172058;0,00241923;0;0,853655;0;1
86,076;86,076;0,156542;0,172058;0,00241923;0;0,853655;0;1
86,116;86,116;0,163663;0,181433;0,00233148;0,000691884;0,840754;0,294059;1
86,156;86,156;0,163663;0,181433;0,00233148;0;0,840754;0;1
86,196;86,196;0,163663;0,181433;0,00233148;0;0,840754;0;1
86,236;86,236;0,163663;0,181433;0,00233148;0;0,840754;0;1
86,277;86,277;0,171481;0,187905;0,00250158;0,000487356;0,830165;0,253519;1
86,317;86,317;0,171481;0,187905;0,00250158;0;0,830165;0;1
86,357;86,357;0,171481;0,187905;0,00250158;0;0,830165;0;1
86,397;86,397;0,171481;0,187905;0,00250158;0;0,830165;0;1
86,437;86,437;0,171481;0,187905;0,00250158;0;0,830165;0;1
86,477;86,477;0,171481;0,187905;0,00250158;0;0,830165;0;1
86,517;86,517;0,171481;0,187905;0,00250158;0;0,830165;0;1
86,557;86,557;0,171481;0,187905;0,00250158;0;0,830165;0;1
86,597;86,597;0,18209;0,190127;0,00240101;0,000910587;0,656189;0,270726;1
86,637;86,637;0,18209;0,190127;0,00240101;0;0,656189;0;1
86,677;86,677;0,18209;0,190127;0,00240101;0;0,656189;0;1
86,717;86,717;0,18209;0,190127;0,00240101;0;0,656189;0;1
86,757;86,757;0,18209;0,190127;0,00240101;0;0,656189;0;1
86,797;86,797;0,188899;0,17708;0,00234701;0,000677709;0,741252;0,367595;1
86,837;86,837;0,188899;0,17708;0,00234701;0;0,741252;0;1
86,877;86,877;0,192482;0,165847;0,00235578;0,000862661;0,782405;0,294503;1
86,917;86,917;0,192482;0,165847;0,00235578;0;0,782405;0;1
86,957;86,957;0,195587;0,151108;0,00242328;0,00105909;0,809447;0,376226;1
86,997;86,997;0,195587;0,151108;0,00242328;0;0,809447;0;1
87,037;87,037;0,19849;0,133604;0,00239291;0,00105099;0,737118;0,443191;1
87,077;87,077;0,19849;0,133604;0,00239291;0;0,737118;0;1
87,117;87,117;0,200459;0,114411;0,00241046;0,000743185;0,780054;0,481897;1
87,157;87,157;0,200699;0,104371;0,00240303;0,000802586;0,767958;0,25086;1
87,197;87,197;0,200699;0,104371;0,00240303;0;0,767958;0;1
87,237;87,237;0,199317;0,0854571;0,00247661;0,00122987;0,755393;0,473686;1
87,277;87,277;0,199317;0,0854571;0,00247661;0;0,755393;0;1
87,317;87,317;0,195585;0,0680478;0,00248403;0,000961213;0,770063;0,444733;1
87,357;87,357;0,195585;0,0680478;0,00248403;0;0,770063;0;1
87,397;87,397;0,189168;0,0521752;0,00249348;0,00101319;0,780853;0,427643;1
87,438;87,438;0,189168;0,0521752;0,00249348;0;0,780853;0;1
87,478;87,478;0,180236;0,0382439;0,00240371;0,00104221;0,730247;0,413361;1
87,518;87,518;0,180236;0,0382439;0,00240371;0;0,730247;0;1
87,558;87,558;0,167394;0,0265679;0,00241788;0,000994963;0,782099;0,433531;1
87,598;87,598;0,167394;0,0265679;0,00241788;0;0,782099;0;1
87,638;87,638;0,154861;0,0173408;0,00250968;0,00121299;0,752173;0,388728;1
87,678;87,678;0,154861;0,0173408;0,00250968;0;0,752173;0;1
87,718;87,718;0,142228;0,00933295;0,00241113;0,000970663;0,765307;0,37362;1
87,758;87,758;0,142228;0,00933295;0,00241113;0;0,765307;0;1
87,798;87,798;0,130768;0,00158645;0,00242868;0,00072496;0,811359;0,345512;1
87,838;87,838;0,130768;0,00158645;0,00242868;0;0,811359;0;1
87,878;87,878;0,122197;-0,006349;0,00237536;0,000927462;0,746971;0,291751;1
87,918;87,918;0,122197;-0,006349;0,00237536;0;0,746971;0;1
87,958;87,958;0,116205;-0,0151987;0,00236321;0,000822836;0,730599;0,266951;1
87,998;87,998;0,116205;-0,0151987;0,00236321;0;0,730599;0;1
88,038;88,038;0,111369;-0,024204;0,00239223;0,000882237;0,746711;0,255325;1
88,078;88,078;0,111369;-0,024204;0,00239223;0;0,746711;0;1
88,118;88,118;0,106412;-0,0331264;0,00233958;0,000692559;0,781155;0,254943;1
88,158;88,158;0,106412;-0,0331264;0,00233958;0;0,781155;0;1
88,198;88,198;0,106412;-0,0331264;0,00233958;0;0,781155;0;1
88,238;88,238;0,0993585;-0,0443056;0,00239156;0,000577133;0,79578;0,330165;1
88,278;88,278;0,0993585;-0,0443056;0,00239156;0;0,79578;0;1
88,318;88,318;0,0993585;-0,0443056;0,00239156;0;0,79578;0;1
88,358;88,358;0,0879616;-0,0512709;0,00239966;0,000932187;0,791906;0,333627;1
88,398;88,398;0,0879616;-0,0512709;0,00239966;0;0,791906;0;1
88,438;88,438;0,0879616;-0,0512709;0,00239966;0;0,791906;0;1
88,478;88,478;0,072656;-0,0549305;0,00248201;0,000832961;0,808542;0,393074;1
88,518;88,518;0,072656;-0,0549305;0,00248201;0;0,808542;0;1
88,559;88,559;0,060197;-0,055451;0,00249821;0,000839711;0,781998;0,311467;1
88,599;88,599;0,060197;-0,055451;0,00249821;0;0,781998;0;1
88,639;88,639;0,0473061;-0,0540638;0,00259338;0,000963238;0,820753;0,323842;1
88,679;88,679;0,0473061;-0,0540638;0,00259338;0;0,820753;0;1
88,719;88,719;0,0352674;-0,0510576;0,00251981;0,00079516;0,824301;0,30993;1
88,759;88,759;0,0352674;-0,0510576;0,00251981;0;0,824301;0;1
88,799;88,799;0,0254574;-0,0474639;0,00262376;0,00130277;0,78414;0,260952;1
88,839;88,839;0,0254574;-0,0474639;0,00262376;0;0,78414;0;1
88,879;88,879;0,0254574;-0,0474639;0,00262376;0;0,78414;0;1
88,919;88,919;0,0254574;-0,0474639;0,00262376;0;0,78414;0;1
88,959;88,959;0,0150128;-0,0427238;0,00249821;0,000873461;0,718757;0,28649;1
88,999;88,999;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,039;89,039;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,079;89,079;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,119;89,119;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,159;89,159;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,199;89,199;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,239;89,239;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,279;89,279;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,319;89,319;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,359;89,359;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,399;89,399;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,439;89,439;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,479;89,479;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,519;89,519;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,559;89,559;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,599;89,599;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,639;89,639;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,68;89,68;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,72;89,72;0,0150128;-0,0427238;0,00249821;0;0,718757;0;1
89,76;89,76;0,0178756;-0,0324312;0,00257718;0,000677709;0,55741;0,266843;1
89,8;89,8;0,0178756;-0,0324312;0,00257718;0;0,55741;0;1
89,84;89,84;0,0178756;-0,0324312;0,00257718;0;0,55741;0;1
89,88;89,88;0,0178756;-0,0324312;0,00257718;0;0,55741;0;1
89,92;89,92;0,0178756;-0,0324312;0,00257718;0;0,55741;0;1
89,96;89,96;0,0178756;-0,0324312;0,00257718;0;0,55741;0;1
90;90;0,0224965;-0,0212006;0,00254613;0,000791785;0,780706;0,303329;1
90,04;90,04;0,0224965;-0,0212006;0,00254613;0;0,780706;0;1
90,08;90,08;0,0224965;-0,0212006;0,00254613;0;0,780706;0;1
90,12;90,12;0,0224965;-0,0212006;0,00254613;0;0,780706;0;1
90,16;90,16;0,0224965;-0,0212006;0,00254613;0;0,780706;0;1
90,2;90,2;0,0224965;-0,0212006;0,00254613;0;0,780706;0;1
90,24;90,24;0,024779;-0,0100909;0,00241788;0,000852536;0,718816;0,283289;1
90,28;90,28;0,024779;-0,0100909;0,00241788;0;0,718816;0;1
90,32;90,32;0,024779;-0,0100909;0,00241788;0;0,718816;0;1
90,36;90,36;0,024779;-0,0100909;0,00241788;0;0,718816;0;1
90,4;90,4;0,0214975;-0,000370007;0,00244286;0,000699309;0,781965;0,256265;1
90,44;90,44;0,0214975;-0,000370007;0,00244286;0;0,781965;0;1
90,48;90,48;0,0214975;-0,000370007;0,00244286;0;0,781965;0;1
90,52;90,52;0,0169362;0,0112221;0,00244961;0,000720909;0,805517;0,311158;1
90,56;90,56;0,0169362;0,0112221;0,00244961;0;0,805517;0;1
90,6;90,6;0,0130512;0,0213576;0,00247121;0,000708084;0,821268;0,271128;1
90,64;90,64;0,0130512;0,0213576;0,00247121;0;0,821268;0;1
90,68;90,68;0,00846177;0,0322494;0,00255963;0,000857936;0,833437;0,295223;1
90,72;90,72;0,00846177;0,0322494;0,00255963;0;0,833437;0;1
90,76;90,76;0,00361181;0,0418987;0,00262983;0,000855911;0,810207;0,269754;1
90,801;90,801;0,00361181;0,0418987;0,00262983;0;0,810207;0;1
90,841;90,841;0,00361181;0,0418987;0,00262983;0;0,810207;0;1
90,881;90,881;-0,00320191;0,052384;0,00247526;0,00102601;0,674464;0,312337;1
90,921;90,921;-0,00320191;0,052384;0,00247526;0;0,674464;0;1
90,961;90,961;-0,00320191;0,052384;0,00247526;0;0,674464;0;1
91,001;91,001;-0,00320191;0,052384;0,00247526;0;0,674464;0;1
91,041;91,041;-0,00320191;0,052384;0,00247526;0;0,674464;0;1
91,081;91,081;-0,00998483;0,0599789;0,00250698;0,000716859;0,570839;0,254348;1
91,121;91,121;-0,00998483;0,0599789;0,00250698;0;0,570839;0;1
91,161;91,161;-0,00998483;0,0599789;0,00250698;0;0,570839;0;1
91,201;91,201;-0,00998483;0,0599789;0,00250698;0;0,570839;0;1
91,241;91,241;-0,00998483;0,0599789;0,00250698;0;0,570839;0;1
91,281;91,281;-0,00998483;0,0599789;0,00250698;0;0,570839;0;1
91,321;91,321;-0,0181302;0,0664567;0,00261296;0,000983488;0,791988;0,259953;1
91,361;91,361;-0,0181302;0,0664567;0,00261296;0;0,791988;0;1
91,401;91,401;-0,0181302;0,0664567;0,00261296;0;0,791988;0;1
91,441;91,441;-0,0278998;0,0741093;0,00271151;0,000926787;0,860284;0,309971;1
91,481;91,481;-0,0278998;0,0741093;0,00271151;0;0,860284;0;1
91,521;91,521;-0,0278998;0,0741093;0,00271151;0;0,860284;0;1
91,561;91,561;-0,03913;0,084292;0,00261971;0,00118194;0,844588;0,37865;1
91,601;91,601;-0,03913;0,084292;0,00261971;0;0,844588;0;1
91,641;91,641;-0,0462161;0,091605;0,00249416;0,00104829;0,84851;0,254352;1
91,681;91,681;-0,0462161;0,091605;0,00249416;0;0,84851;0;1
91,721;91,721;-0,0462161;0,091605;0,00249416;0;0,84851;0;1
91,761;91,761;-0,0553618;0,102399;0,00251846;0,00105571;0,818677;0,353369;1
91,801;91,801;-0,0553618;0,102399;0,00251846;0;0,818677;0;1
91,841;91,841;-0,0553618;0,102399;0,00251846;0;0,818677;0;1
91,881;91,881;-0,061989;0,112086;0,00260486;0,000706059;0,7935;0,293171;1
91,922;91,922;-0,061989;0,112086;0,00260486;0;0,7935;0;1
91,962;91,962;-0,061989;0,112086;0,00260486;0;0,7935;0;1
92,002;92,002;-0,061989;0,112086;0,00260486;0;0,7935;0;1
92,042;92,042;-0,0711194;0,120255;0,00248201;0,000772885;0,830364;0,306016;1
92,082;92,082;-0,0711194;0,120255;0,00248201;0;0,830364;0;1
92,122;92,122;-0,0711194;0,120255;0,00248201;0;0,830364;0;1
92,162;92,162;-0,0711194;0,120255;0,00248201;0;0,830364;0;1
92,202;92,202;-0,0836065;0,123645;0,00244893;0,000953113;0,79639;0,323194;1
92,242;92,242;-0,0836065;0,123645;0,00244893;0;0,79639;0;1
92,282;92,282;-0,0836065;0,123645;0,00244893;0;0,79639;0;1
92,322;92,322;-0,0836065;0,123645;0,00244893;0;0,79639;0;1
92,362;92,362;-0,0951554;0,124004;0,00246581;0,000886287;0,693924;0,288609;1
92,402;92,402;-0,0951554;0,124004;0,00246581;0;0,693924;0;1
92,442;92,442;-0,0951554;0,124004;0,00246581;0;0,693924;0;1
92,482;92,482;-0,0951554;0,124004;0,00246581;0;0,693924;0;1
92,522;92,522;-0,0951554;0,124004;0,00246581;0;0,693924;0;1
92,562;92,562;-0,0951554;0,124004;0,00246581;0;0,693924;0;1
92,602;92,602;-0,0951554;0,124004;0,00246581;0;0,693924;0;1
92,642;92,642;-0,100192;0,11509;0,00213843;0,000591983;0,694071;0,255739;1
92,682;92,682;-0,100192;0,11509;0,00213843;0;0,694071;0;1
92,722;92,722;-0,100192;0,11509;0,00213843;0;0,694071;0;1
92,762;92,762;-0,100192;0,11509;0,00213843;0;0,694071;0;1
92,802;92,802;-0,0979975;0,103102;0,00208173;0,000485331;0,686208;0,304402;1
92,842;92,842;-0,0979975;0,103102;0,00208173;0;0,686208;0;1
92,882;92,882;-0,0979975;0,103102;0,00208173;0;0,686208;0;1
92,922;92,922;-0,0976633;0,0900541;0,00209388;0,000594008;0,705336;0,326023;1
92,962;92,962;-0,0976633;0,0900541;0,00209388;0;0,705336;0;1
93,002;93,002;-0,0997168;0,0798624;0,00213775;0,000897087;0,701313;0,259686;1
93,043;93,043;-0,0997168;0,0798624;0,00213775;0;0,701313;0;1
93,083;93,083;-0,10319;0,0687008;0,00221133;0,000744535;0,742509;0,291979;1
93,123;93,123;-0,10319;0,0687008;0,00221133;0;0,742509;0;1
93,163;93,163;-0,107532;0,0569425;0,00224913;0,000654084;0,770405;0,313091;1
93,203;93,203;-0,107532;0,0569425;0,00224913;0;0,770405;0;1
93,243;93,243;-0,112865;0,0450723;0,00229166;0,000820811;0,764034;0,32504;1
93,283;93,283;-0,112865;0,0450723;0,00229166;0;0,764034;0;1
93,323;93,323;-0,118649;0,032206;0,00236456;0,000861311;0,778686;0,352362;1
93,363;93,363;-0,118649;0,032206;0,00236456;0;0,778686;0;1
93,403;93,403;-0,123564;0,0190554;0,00235241;0,00076006;0,771568;0,350668;1
93,443;93,443;-0,123564;0,0190554;0,00235241;0;0,771568;0;1
93,483;93,483;-0,1278;0,00668408;0,00235848;0,00073576;0,776977;0,326624;1
93,523;93,523;-0,1278;0,00668408;0,00235848;0;0,776977;0;1
93,563;93,563;-0,13045;-0,00442904;0,00243813;0,000868061;0,806059;0,28537;1
93,603;93,603;-0,13045;-0,00442904;0,00243813;0;0,806059;0;1
93,643;93,643;-0,13045;-0,00442904;0,00243813;0;0,806059;0;1
93,683;93,683;-0,131512;-0,018587;0,00228086;0,000540007;0,71383;0,354623;1
93,723;93,723;-0,131512;-0,018587;0,00228086;0;0,71383;0;1
93,763;93,763;-0,131512;-0,018587;0,00228086;0;0,71383;0;1
93,803;93,803;-0,129919;-0,0312583;0,00230988;0,000556882;0,786413;0,318999;1
93,843;93,843;-0,129919;-0,0312583;0,00230988;0;0,786413;0;1
93,883;93,883;-0,129919;-0,0312583;0,00230988;0;0,786413;0;1
93,923;93,923;-0,126096;-0,0415472;0,00238886;0,000552832;0,82298;0,274158;1
93,963;93,963;-0,126096;-0,0415472;0,00238886;0;0,82298;0;1
94,003;94,003;-0,126096;-0,0415472;0,00238886;0;0,82298;0;1
94,043;94,043;-0,126096;-0,0415472;0,00238886;0;0,82298;0;1
94,083;94,083;-0,120764;-0,0522282;0,00231393;0,000496807;0,764533;0,298179;1
94,123;94,123;-0,120764;-0,0522282;0,00231393;0;0,764533;0;1
94,163;94,163;-0,120764;-0,0522282;0,00231393;0;0,764533;0;1
94,204;94,204;-0,120764;-0,0522282;0,00231393;0;0,764533;0;1
94,244;94,244;-0,120764;-0,0522282;0,00231393;0;0,764533;0;1
94,284;94,284;-0,111121;-0,0573836;0,00226263;0,000419856;0,723068;0,273123;1
94,324;94,324;-0,111121;-0,0573836;0,00226263;0;0,723068;0;1
94,364;94,364;-0,111121;-0,0573836;0,00226263;0;0,723068;0;1
94,404;94,404;-0,0999988;-0,0589097;0,00226263;0,000667584;0,699171;0,280413;1
94,444;94,444;-0,0999988;-0,0589097;0,00226263;0;0,699171;0;1
94,484;94,484;-0,0902319;-0,0618574;0,00227005;0,00077761;0,75556;0,254822;1
94,524;94,524;-0,0902319;-0,0618574;0,00227005;0;0,75556;0;1
94,564;94,564;-0,0794195;-0,0671997;0,00232743;0,000808661;0,794716;0,301233;1
94,604;94,604;-0,0794195;-0,0671997;0,00232743;0;0,794716;0;1
94,644;94,644;-0,0689062;-0,0738589;0,00233283;0,00076276;0,76534;0,310841;1
94,684;94,684;-0,0689062;-0,0738589;0,00233283;0;0,76534;0;1
94,724;94,724;-0,0592634;-0,0816521;0,00233891;0,000829586;0,743318;0,309679;1
94,764;94,764;-0,0592634;-0,0816521;0,00233891;0;0,743318;0;1
94,804;94,804;-0,0516896;-0,0894745;0,00240506;0,000756685;0,774561;0,27196;1
94,844;94,844;-0,0516896;-0,0894745;0,00240506;0;0,774561;0;1
94,884;94,884;-0,0516896;-0,0894745;0,00240506;0;0,774561;0;1
94,924;94,924;-0,0446376;-0,0991594;0,00238953;0,000473181;0,799805;0,299246;1
94,964;94,964;-0,0446376;-0,0991594;0,00238953;0;0,799805;0;1
95,004;95,004;-0,0446376;-0,0991594;0,00238953;0;0,799805;0;1
95,044;95,044;-0,0446376;-0,0991594;0,00238953;0;0,799805;0;1
95,084;95,084;-0,0446376;-0,0991594;0,00238953;0;0,799805;0;1
95,124;95,124;-0,0446376;-0,0991594;0,00238953;0;0,799805;0;1
95,164;95,164;-0,0446376;-0,0991594;0,00238953;0;0,799805;0;1
95,204;95,204;-0,0446376;-0,0991594;0,00238953;0;0,799805;0;1
95,244;95,244;-0,0446376;-0,0991594;0,00238953;0;0,799805;0;1
95,284;95,284;-0,0363862;-0,105029;0,00219108;0,00036383;0,713179;0,252924;1
95,325;95,325;-0,0363862;-0,105029;0,00219108;0;0,713179;0;1
95,365;95,365;-0,0363862;-0,105029;0,00219108;0;0,713179;0;1
95,405;95,405;-0,0363862;-0,105029;0,00219108;0;0,713179;0;1
95,445;95,445;-0,0363862;-0,105029;0,00219108;0;0,713179;0;1
95,485;95,485;-0,0363862;-0,105029;0,00219108;0;0,713179;0;1
